event_ts,symbol,price,qty,side,trade_id,ingest_ts,_source_file
2026-06-27T10:00:52.494Z,ETHUSDT,3396.64,0.358317,buy,ETHUSDT-1000013,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:29.136Z,ETHUSDT,3397.85,0.499603,sell,ETHUSDT-1000014,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:08.173Z,ETHUSDT,3398.71,0.422929,buy,ETHUSDT-1000015,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:55.834Z,ETHUSDT,3398.43,0.148103,buy,ETHUSDT-1000016,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:59.135Z,ETHUSDT,3396.98,0.322426,buy,ETHUSDT-1000017,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:28.665Z,ETHUSDT,3396.62,0.08802,buy,ETHUSDT-1000018,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:33.952Z,SOLUSDT,144.88,12.95196,sell,SOLUSDT-1000001,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:44.063Z,SOLUSDT,144.79,38.273088,buy,SOLUSDT-1000002,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:51.750Z,SOLUSDT,144.73,10.368327,sell,SOLUSDT-1000003,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:37.582Z,SOLUSDT,144.79,2.47565,buy,SOLUSDT-1000004,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:51.296Z,SOLUSDT,144.92,14.18683,buy,SOLUSDT-1000005,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:00.657Z,SOLUSDT,145.05,23.256016,buy,SOLUSDT-1000006,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:46.640Z,SOLUSDT,145.08,16.682272,buy,SOLUSDT-1000007,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:10.170Z,SOLUSDT,145.08,10.725432,sell,SOLUSDT-1000008,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:28.103Z,SOLUSDT,145.08,26.97588,buy,SOLUSDT-1000009,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:24.959Z,SOLUSDT,145.13,15.179278,buy,SOLUSDT-1000010,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:00:31.146Z,SOLUSDT,145.19,11.096371,sell,SOLUSDT-1000011,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1000.json
2026-06-27T10:01:40.635Z,BTCUSDT,61067.53,0.009089,sell,BTCUSDT-1000018,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:53.866Z,BTCUSDT,61080.4,0.011016,sell,BTCUSDT-1000019,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:29.827Z,BTCUSDT,61093.5,0.035821,buy,BTCUSDT-1000020,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:07.673Z,BTCUSDT,61100.1,0.045358,buy,BTCUSDT-1000021,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:03.364Z,BTCUSDT,61115.73,0.016285,buy,BTCUSDT-1000022,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:36.514Z,BTCUSDT,61120.13,0.040703,sell,BTCUSDT-1000023,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:22.067Z,BTCUSDT,61112.48,0.020498,buy,BTCUSDT-1000024,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:12.648Z,BTCUSDT,61100.37,0.037436,buy,BTCUSDT-1000025,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:54.621Z,BTCUSDT,61075.95,0.030116,buy,BTCUSDT-1000026,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:43.421Z,BTCUSDT,61091.7,0.021887,sell,BTCUSDT-1000027,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:19.730Z,ETHUSDT,3395.88,0.345246,sell,ETHUSDT-1000019,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:34.821Z,ETHUSDT,3394.86,0.223381,sell,ETHUSDT-1000020,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:22.354Z,ETHUSDT,3395.62,0.201639,sell,ETHUSDT-1000021,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:00.318Z,ETHUSDT,3394.22,0.233236,buy,ETHUSDT-1000022,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:05.230Z,ETHUSDT,3393.79,0.346253,sell,ETHUSDT-1000023,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:54.277Z,ETHUSDT,3395.44,0.017964,sell,ETHUSDT-1000024,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:18.371Z,ETHUSDT,3395.16,0.146589,buy,ETHUSDT-1000025,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:11.348Z,ETHUSDT,3394.39,0.348674,sell,ETHUSDT-1000026,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:10.695Z,ETHUSDT,3395.05,0.386714,buy,ETHUSDT-1000027,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:47.082Z,ETHUSDT,3393.41,0.252673,sell,ETHUSDT-1000028,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:41.887Z,ETHUSDT,3393.5,0.088453,sell,ETHUSDT-1000029,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:16.652Z,ETHUSDT,3392.74,0.305062,buy,ETHUSDT-1000030,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:17.667Z,ETHUSDT,3393.34,0.053297,buy,ETHUSDT-1000031,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:42.162Z,ETHUSDT,3393.2,0.201579,buy,ETHUSDT-1000032,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:27.141Z,ETHUSDT,3391.67,0.274567,buy,ETHUSDT-1000033,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:54.525Z,ETHUSDT,3390.36,0.432073,buy,ETHUSDT-1000034,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:13.017Z,ETHUSDT,3391.78,0.169144,buy,ETHUSDT-1000035,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:11.084Z,ETHUSDT,3390.77,0.046268,buy,ETHUSDT-1000036,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:27.426Z,ETHUSDT,3390.8,0.373625,buy,ETHUSDT-1000037,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:16.762Z,SOLUSDT,145.11,28.482695,buy,SOLUSDT-1000012,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:19.575Z,SOLUSDT,145.21,9.609316,buy,SOLUSDT-1000013,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:56.932Z,SOLUSDT,145.32,36.732162,buy,SOLUSDT-1000014,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:29.316Z,SOLUSDT,145.22,28.955425,buy,SOLUSDT-1000015,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:12.214Z,SOLUSDT,145.29,34.433,buy,SOLUSDT-1000016,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:49.025Z,SOLUSDT,145.42,37.009461,buy,SOLUSDT-1000017,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:37.696Z,SOLUSDT,145.56,23.094022,sell,SOLUSDT-1000018,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:32.890Z,SOLUSDT,145.56,17.233157,sell,SOLUSDT-1000019,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:08.713Z,SOLUSDT,145.58,8.518946,buy,SOLUSDT-1000020,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:55.880Z,SOLUSDT,145.6,34.170053,buy,SOLUSDT-1000021,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:01:10.551Z,SOLUSDT,145.61,16.830296,buy,SOLUSDT-1000022,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1001.json
2026-06-27T10:02:00.099Z,BTCUSDT,61084.73,0.036044,buy,BTCUSDT-1000028,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:06.584Z,BTCUSDT,61098.42,0.024321,sell,BTCUSDT-1000029,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:48.247Z,BTCUSDT,61105.4,0.043582,sell,BTCUSDT-1000030,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:41.940Z,BTCUSDT,61083.26,0.011999,buy,BTCUSDT-1000031,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:15.223Z,BTCUSDT,61081.52,0.038698,sell,BTCUSDT-1000032,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:01.404Z,BTCUSDT,61069.47,0.030594,buy,BTCUSDT-1000033,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:00.356Z,BTCUSDT,61068.61,0.018764,sell,BTCUSDT-1000034,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:30.071Z,BTCUSDT,61057.86,0.007771,sell,BTCUSDT-1000035,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:13.007Z,BTCUSDT,61066.43,0.040749,sell,BTCUSDT-1000036,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:45.363Z,BTCUSDT,61052.77,0.026756,sell,BTCUSDT-1000037,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:19.503Z,BTCUSDT,61049.92,0.032135,sell,BTCUSDT-1000038,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:33.482Z,BTCUSDT,61038.24,0.030268,sell,BTCUSDT-1000039,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:31.996Z,BTCUSDT,61036.23,0.015177,buy,BTCUSDT-1000040,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:46.722Z,BTCUSDT,61056.19,0.007555,buy,BTCUSDT-1000041,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:54.019Z,BTCUSDT,61049.18,0.011356,buy,BTCUSDT-1000042,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:49.690Z,BTCUSDT,61032.38,0.026793,buy,BTCUSDT-1000043,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:29.833Z,BTCUSDT,61014.98,0.012724,buy,BTCUSDT-1000044,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:05.378Z,ETHUSDT,3392.29,0.276468,buy,ETHUSDT-1000038,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:21.662Z,ETHUSDT,3391.11,0.252921,sell,ETHUSDT-1000039,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:23.547Z,ETHUSDT,3391.2,0.1532,sell,ETHUSDT-1000040,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:56.395Z,ETHUSDT,3390.81,0.408258,sell,ETHUSDT-1000041,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:08.836Z,ETHUSDT,3391.41,0.349456,sell,ETHUSDT-1000042,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:57.745Z,ETHUSDT,3392.81,0.44098,buy,ETHUSDT-1000043,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:30.955Z,ETHUSDT,3394.33,0.238609,sell,ETHUSDT-1000044,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:03.796Z,ETHUSDT,3395.13,0.07869,sell,ETHUSDT-1000045,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:58.431Z,ETHUSDT,3394.59,0.463195,buy,ETHUSDT-1000046,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:27.039Z,SOLUSDT,145.62,12.481827,sell,SOLUSDT-1000023,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:04.779Z,SOLUSDT,145.48,36.417754,sell,SOLUSDT-1000024,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:15.617Z,SOLUSDT,145.61,8.774789,buy,SOLUSDT-1000025,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:08.118Z,SOLUSDT,145.72,38.936479,buy,SOLUSDT-1000026,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:45.415Z,SOLUSDT,145.7,31.328484,sell,SOLUSDT-1000027,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:34.964Z,SOLUSDT,145.64,32.731791,sell,SOLUSDT-1000028,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:46.485Z,SOLUSDT,145.78,4.562346,buy,SOLUSDT-1000029,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:54.972Z,SOLUSDT,145.88,1.613866,buy,SOLUSDT-1000030,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:19.495Z,SOLUSDT,145.98,30.780264,sell,SOLUSDT-1000031,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:56.804Z,SOLUSDT,146.1,9.308438,sell,SOLUSDT-1000032,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:09.159Z,SOLUSDT,146.18,18.071248,sell,SOLUSDT-1000033,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:13.874Z,SOLUSDT,146.23,4.224771,buy,SOLUSDT-1000034,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:55.070Z,SOLUSDT,146.32,36.725127,buy,SOLUSDT-1000035,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:04.346Z,SOLUSDT,146.23,19.578085,buy,SOLUSDT-1000036,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:01.706Z,SOLUSDT,146.2,28.203418,buy,SOLUSDT-1000037,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:35.337Z,SOLUSDT,146.27,37.117888,sell,SOLUSDT-1000038,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:02:19.165Z,SOLUSDT,146.13,31.778036,sell,SOLUSDT-1000039,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1002.json
2026-06-27T10:03:17.591Z,BTCUSDT,61019.61,0.040156,buy,BTCUSDT-1000045,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:31.393Z,BTCUSDT,61038.25,0.031279,sell,BTCUSDT-1000046,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:18.230Z,BTCUSDT,61024.37,0.025821,sell,BTCUSDT-1000047,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:23.151Z,BTCUSDT,61036.41,0.045197,buy,BTCUSDT-1000048,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:46.826Z,BTCUSDT,61019.47,0.001498,buy,BTCUSDT-1000049,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:09.417Z,BTCUSDT,61017.0,0.032998,buy,BTCUSDT-1000050,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:45.395Z,BTCUSDT,61017.6,0.02678,sell,BTCUSDT-1000051,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:59.660Z,BTCUSDT,61001.28,0.019952,sell,BTCUSDT-1000052,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
2026-06-27T10:03:52.360Z,BTCUSDT,61011.08,0.040088,sell,BTCUSDT-1000053,2026-06-27T10:05:00.000Z,/Volumes/mktpulse/bronze/raw/trades_2026-06-27T1003.json
